domain,slot,value
GetRideSharing,destination,Maggie Daley Park ice skating ribbon
GetRideSharing,destination,Mathilda Garden Apartments
GetRideSharing,destination,Mission Escape Atlanta
GetRideSharing,destination,Mister Jiu's
GetRideSharing,destination,Museum of the African Diaspora
GetRideSharing,destination,National Academy of Sciences
GetRideSharing,destination,National Gallery of Modern Art
GetRideSharing,destination,Ohgane Korean Bbq & Cuisine
GetRideSharing,destination,Oracle Park
GetRideSharing,destination,PNE Amphitheatre
GetRideSharing,destination,Peachtree Road United Methodist Church
GetRideSharing,destination,Pier 17
GetRideSharing,destination,Pixar Pier
GetRideSharing,destination,Rogers Centre
GetRideSharing,destination,SOMO Village Event Center
GetRideSharing,destination,SS United States
GetRideSharing,destination,San Francisco
GetRideSharing,destination,Silvercrest Housing For Snrs
GetRideSharing,destination,Sony Hall
GetRideSharing,destination,St. Lawrence Market
GetRideSharing,destination,The Cartoon Museum
GetRideSharing,destination,The Clover Theater
GetRideSharing,destination,The Fillmore Philadelphia
GetRideSharing,destination,The Grotto San Francisco
GetRideSharing,destination,The Old Church Concert Hall
GetRideSharing,destination,The Queen Mary
GetRideSharing,destination,The Van Buren
GetRideSharing,destination,Theater Of The Clouds
GetRideSharing,destination,Vineyard Meadows Apartments
GetRideSharing,destination,Wang Wah
GetRideSharing,destination,Warsaw
GetRideSharing,destination,Willard Hicks
GetRideSharing,destination,Wrigley Field
GetRideSharing,number_of_seats,1
GetRideSharing,number_of_seats,2
GetRideSharing,number_of_seats,3
GetRideSharing,number_of_seats,4
GetRideSharing,shared_ride,True
GetTravel,category,Historical Landmark
GetTravel,category,Museum
GetTravel,category,Nature Preserve
GetTravel,category,Park
GetTravel,category,Performing Arts Venue
GetTravel,category,Place of Worship
GetTravel,category,Shopping Area
GetTravel,category,Sports Venue
GetTravel,category,Theme Park
GetTravel,category,Tourist Attraction
GetTravel,free_entry,True
GetTravel,good_for_kids,True
GetTravel,location,Anaheim
GetTravel,location,Atlanta
GetTravel,location,Chicago
GetTravel,location,Delhi
GetTravel,location,Fresno
GetTravel,location,Kuala Lumpur
GetTravel,location,Las Vegas
GetTravel,location,London
GetTravel,location,Long Beach
GetTravel,location,Los Angeles
GetTravel,location,Mexico City
GetTravel,location,Nairobi
GetTravel,location,New York
GetTravel,location,Paris
GetTravel,location,Philadelphia
GetTravel,location,Phoenix
GetTravel,location,Portland
GetTravel,location,Sacramento
GetTravel,location,San Diego
GetTravel,location,San Francisco
GetTravel,location,Seattle
GetTravel,location,Sydney
GetTravel,location,Toronto
GetTravel,location,Vancouver
GetTravel,location,Washington D.C.
GetWeather,city,Alamo
GetWeather,city,Albany
GetWeather,city,American Canyon
GetWeather,city,Anaheim
GetWeather,city,Antioch
GetWeather,city,Atherton
GetWeather,city,Atlanta
GetWeather,city,Belmont
GetWeather,city,Bodega Bay
GetWeather,city,Bolinas
GetWeather,city,Brentwood
GetWeather,city,Brisbane
GetWeather,city,Burlingame
GetWeather,city,Calistoga
GetWeather,city,Campbell
GetWeather,city,Castro Valley
GetWeather,city,Chicago
GetWeather,city,Clayton
GetWeather,city,Cloverdale
GetWeather,city,Concord
GetWeather,city,Cotati
GetWeather,city,Cupertino
GetWeather,city,Danville
GetWeather,city,Delhi
GetWeather,city,Discovery Bay
GetWeather,city,Dixon
GetWeather,city,Duncans Mills
GetWeather,city,East Palo Alto
GetWeather,city,El Cerrito
GetWeather,city,El Sobrante
GetWeather,city,Eldridge
GetWeather,city,Forestville
GetWeather,city,Foster City
GetWeather,city,Fremont
GetWeather,city,Fresno
GetWeather,city,Geyserville
GetWeather,city,Gilroy
GetWeather,city,Glen Ellen
GetWeather,city,Guerneville
GetWeather,city,Hayward
GetWeather,city,Healdsburg
GetWeather,city,Hercules
GetWeather,city,Inverness
GetWeather,city,Kenwood
GetWeather,city,Kuala Lumpur
GetWeather,city,Lafayette
GetWeather,city,Larkspur
GetWeather,city,Las Vegas
GetWeather,city,London
GetWeather,city,Long Beach
GetWeather,city,Los Altos
GetWeather,city,Los Angeles
GetWeather,city,Los Gatos
GetWeather,city,Marshall
GetWeather,city,Martinez
GetWeather,city,Menlo Park
GetWeather,city,Mexico City
GetWeather,city,Mill Valley
GetWeather,city,Millbrae
GetWeather,city,Montara
GetWeather,city,Moraga
GetWeather,city,Morgan Hill
GetWeather,city,Muir Beach
GetWeather,city,Nairobi
GetWeather,city,Napa
GetWeather,city,New York
GetWeather,city,Newark
GetWeather,city,Novato
GetWeather,city,Oakland
GetWeather,city,"Olema, California"
GetWeather,city,Orinda
GetWeather,city,Pacifica
GetWeather,city,Palo Alto
GetWeather,city,Paris
GetWeather,city,Pescadero
GetWeather,city,Philadelphia
GetWeather,city,Phoenix
GetWeather,city,Pinole
GetWeather,city,Pittsburg
GetWeather,city,Pleasant Hill
GetWeather,city,Pleasanton
GetWeather,city,Point Reyes Station
GetWeather,city,Portland
GetWeather,city,Redwood City
GetWeather,city,Richmond
GetWeather,city,Rutherford
GetWeather,city,Sacramento
GetWeather,city,San Anselmo
GetWeather,city,San Bruno
GetWeather,city,San Diego
GetWeather,city,San Francisco
GetWeather,city,San Jose
GetWeather,city,San Leandro
GetWeather,city,San Lorenzo
GetWeather,city,San Pablo
GetWeather,city,San Rafael
GetWeather,city,San Ramon
GetWeather,city,Santa Clara
GetWeather,city,Santa Rosa
GetWeather,city,Seattle
GetWeather,city,Sebastopol
GetWeather,city,South San Francisco
GetWeather,city,St. Helena
GetWeather,city,Stanford
GetWeather,city,Sunnyvale
GetWeather,city,Sydney
GetWeather,city,Tomales
GetWeather,city,Toronto
GetWeather,city,Union City
GetWeather,city,Vacaville
GetWeather,city,Vallejo
GetWeather,city,Valley Ford
GetWeather,city,Vancouver
GetWeather,city,Walnut Creek
GetWeather,city,Washington D.C.
GetWeather,city,Woodside
GetWeather,date,2019-03-01
GetWeather,date,2019-03-02
GetWeather,date,2019-03-03
GetWeather,date,2019-03-04
GetWeather,date,2019-03-05
GetWeather,date,2019-03-06
GetWeather,date,2019-03-07
GetWeather,date,2019-03-08
GetWeather,date,2019-03-09
GetWeather,date,2019-03-10
GetWeather,date,2019-03-11
GetWeather,date,2019-03-12
GetWeather,date,2019-03-13
GetWeather,date,2019-03-14
